"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
"[1.86117984 1.75725665 2.34050409 1.9562493  1.94451065 2.04935582
 2.05465764 1.75573577 3.63242875 1.75035553 1.45528129 1.94886678
 2.25668371 1.56890953 1.16949405 1.5650742  1.85521072 1.46557553
 1.5660641  1.76549949 2.33556088 2.04787653 2.44682038 1.76107714
 1.57051366 1.85913382 1.46800034 1.95669698 1.55920985 2.24739743
 2.63691759 2.04642221 2.15318614 2.05473592 2.04787436 2.24101984
 2.6384922  2.5384848  1.66644048 2.2512673 ]"
"[4.02408875 3.03421576 4.09377949 3.91703267 3.4044756  3.61155329
 3.61069534 3.9164588  4.53017971 3.82269615 4.01937111 2.92579482
 3.90825854 3.15199637 2.4844252  3.25079002 3.32642962 3.33613046
 3.15132099 3.84623106 4.76354655 3.90370932 4.46751244 2.74274398
 2.66245708 3.72602944 3.34676318 4.11001191 3.34516743 4.19051486
 4.16893872 4.39398023 4.00580179 4.00293762 5.57699509 4.18838621
 5.14142164 3.8890254  3.64287837 4.49908973]"
"[5.97609948 4.44541105 6.33218774 5.38422145 5.18729214 5.88619423
 6.55246685 5.88057567 6.26252148 5.69636309 5.77954965 4.05949249
 5.67091492 4.86181084 4.5125283  4.2637188  5.51392205 4.83604278
 4.55780458 5.91286346 6.87262665 6.15916095 6.00979744 4.65631285
 4.09573599 5.39372066 4.55353227 6.46269133 5.82389168 5.7511809
 6.51143304 6.5211407  5.77835097 5.46436728 7.93666873 5.83927055
 6.1606325  5.2624129  5.71350788 6.15103755]"
"[7.04385888 6.8636754  8.16929171 7.17730712 6.21066582 7.45680557
 8.77328567 7.74458418 7.90881689 7.17382185 7.34463026 5.92201617
 7.53582057 6.66573427 6.55159553 4.73321623 6.71102781 6.06228795
 6.28440921 7.97957491 8.88678552 7.90558393 7.95524908 6.29127202
 5.16600901 6.98540908 6.003847   7.80911238 6.90789405 6.64069502
 7.85498802 8.8381606  7.1601548  6.75951172 9.40432411 7.4175681
 7.81877543 6.57132256 7.5905119  7.99937904]"
"[ 8.17472101  8.78019472  9.35254305  9.66332287  8.05852445  9.14094353
 10.60163233  8.93438531  9.77340573  8.48561699  9.62577585  7.38501351
  9.21961507  8.48412635  7.69664125  6.26537323  8.140991    7.23367616
