"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
"[1.36712749 1.75765244 1.37532413 1.65871109 1.8650202  2.73991443
 1.27978567 1.66456832 1.96156612 2.34931371 2.54628765 2.63449751
 1.65816332 1.86014346 1.26171054 2.44047692 1.850874   1.56366615
 1.56943279 1.26804922 1.75673817 1.46455378 2.24249868 1.86057371
 2.35567459 2.06796791 1.37091918 1.95957372 2.45856645 2.34432736
 3.23500058 2.34682542 2.33664171 2.16798053 1.65870627 1.75380478
 2.83163216 1.65868169 1.57335161 2.05863032]"
"[3.75413639 4.11042765 2.77672816 2.84778323 4.02433687 4.46543325
 2.39613354 3.04600418 4.50638366 3.40916099 4.08466711 4.54996969
 3.83491178 3.44081392 2.85301522 3.98412452 4.214369   3.5396065
 3.14916185 2.76926555 3.34006851 2.96358634 4.19083227 3.4304676
 3.60144649 3.92286245 3.16225879 3.53345883 3.98808502 3.99200676
 5.23387074 3.89348858 4.37732537 3.81598304 3.82908456 3.91217751
 4.36342415 3.34039932 3.25135703 3.2336226 ]"
"[5.13366982 5.77685739 3.8078296  4.66896771 5.78522615 6.10981374
 4.52320645 4.85559003 5.94819556 5.09764027 5.73674973 5.70195405
 6.29127433 5.02436394 5.0538942  6.3185499  6.64784246 5.12025206
 5.0586082  4.88787205 5.63330796 4.4909694  5.95390745 4.62964657
 5.18151838 5.10050104 6.1391258  4.92759241 4.86354019 5.6549547
 5.9564735  5.5563546  6.12932048 6.17376001 6.27697014 6.26036928
 5.7127754  4.93706253 5.24796013 4.8374756 ]"
"[5.864027   7.64496638 5.28671221 6.19706135 7.35488007 7.77143038
 6.46363024 6.77746408 6.83642482 6.7071839  6.82934373 6.69630856
 8.14159658 6.73840263 7.82288932 8.64880873 7.8950535  7.4300808
