"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
"[2.44888397 2.44298027 2.45411991 2.44927225 2.53754592 1.66594952
 1.46354636 1.46596915 1.76548944 1.36996347 2.15469416 1.36602293
 1.66355871 1.66307197 1.57141552 1.75474597 3.54182357 2.26153168
 2.15666233 2.35472873 2.54728024 1.95773259 1.26701066 2.84782477
 2.53649705 2.14833606 1.57976105 1.65916088 1.66111671 1.47240791
 1.57189455 2.05809699 1.37047166 1.9660101  1.85953482 2.24390664
 1.66157147 2.24543213 2.14399446 2.25216683]"
"[3.99205811 5.06962816 4.38516777 4.96978808 4.36557867 3.15462426
 3.1547196  3.93788579 3.63313384 3.55932311 4.29400647 3.35161442
 3.73465658 3.33814358 2.7730735  3.81510661 6.00170444 4.29321118
 4.20130795 4.79402906 4.18512951 4.69285172 3.35210466 4.66467067
 4.76011983 3.01651136 3.25549828 4.40936423 3.14463221 3.16073882
 3.55826271 3.13113273 3.44517344 4.01162056 3.91812882 4.38666863
 3.63235311 4.58421329 4.19069521 3.80094791]"
"[5.96478603 6.09040669 6.60059367 6.9860291  6.70191723 3.98256415
 4.95362332 5.607443   5.21463509 6.41439052 6.13692815 5.24093702
 6.38356073 5.03494356 3.42452797 5.48962235 8.05093929 5.6420291
 6.54272716 6.89914129 6.33235395 6.31186011 4.45276358 6.48310513
 5.98864014 5.21665226 5.34942792 6.24846885 4.67052428 4.86818797
 4.76251998 4.64778973 4.75204665 5.76866896 5.39798779 5.63971425
 5.5045444  6.22715961 5.74597204 5.76876688]"
"[7.23599159 7.46135722 7.74814105 8.41620356 8.52581218 5.25437445
 6.67362275 6.88630294 6.33427694 8.25577711 7.70600814 6.65429957
 8.14059495 6.24471679 5.00541323 7.19043824 9.11944588 7.22255378
 8.08277826 8.72074847 7.68561583 8.25572443 6.19030131 8.11675284
 7.35480235 6.52531707 7.6231484  7.61022684 6.68911309 6.79375957
 6.29285428 6.77329321 6.0848329  7.73611367 6.8968461  7.31891925
 6.50556647 7.39001805 7.14396086 6.75399369]"
"[ 8.94560272  8.85657963 10.02829831  9.08013358 10.64747579  7.54450574
  8.19326072  9.47862734  8.27514839  9.61521753  9.67263387  8.57517051
  9.40130177  8.57275637  7.48999316  8.20681329 10.04461937  8.1344364
  8.96394759 10.54377101  8.7728927   9.91124874  7.84262172 10.06185275
  8.45632853  7.96228653  9.58746433  9.38452363  9.10918111  8.41327322
  7.07015103  8.39374158  7.43749634  9.21350378  8.8132143   8.63085867
  7.84601684  8.99654631  8.45760341  8.27793044]"
"[10.2782841  10.67978562 11.59343783 10.39984938 12.08729918  9.22443734
 10.72669143 11.47387658  9.92038027 11.3936875  11.35413886 10.41315219
 10.89310382 10.39218456  9.0852999   9.57111805 11.3183275  10.08803627
 11.74619021 12.37543446 10.10468099 11.28207718  9.51684586 10.94987444
 10.39268989  8.74687537 11.66619464 10.78058837 10.6230869  11.33215063
  9.2775145   9.44851693  9.1236321  10.23506041 10.23568012  9.865658
  9.12501147 10.80315521  9.89936861  9.73138235]"
"[11.8175957  12.31270415 13.16704919 11.55621361 13.34910598 10.82971529
 12.45820939 13.65570456 11.48442178 12.7898916  12.95113982 11.6605489
 12.90329051 12.33067113 10.98367386 11.15950759 11.84165529 11.73658241
 12.93247748 13.51590422 11.87481724 12.00722684 11.39660798 12.27350743
 11.93952712 10.27154537 13.05835631 12.10122547 11.86116855 12.84399435
 10.66951123  9.97196415 10.35451694 12.0861114  11.79021115 11.44363302
 11.31850299 11.9306073  11.56246501 11.31788864]"
"[12.90872915 13.37674054 14.39087552 12.56603277 13.96858826 13.03612412
 13.90778869 14.93855015 12.97955946 14.41587795 14.9535409  12.85344022
 14.23750899 13.78548754 12.0144957  12.47632435 13.61583833 12.82724728
 14.34235722 15.6917586  13.14983486 12.60287503 13.19449841 13.63213116
 13.30508212 11.81655889 14.9737108  13.77064013 14.12454809 15.34682235
 12.30042745 11.73105763 11.31651459 13.25240061 13.45666305 11.95894542
 12.52175973 13.00648748 12.85770061 13.21953232]"
"[14.52397433 15.15993245 15.93682765 13.91526951 14.96854285 14.25260727
 14.89795768 15.48088823 14.60121607 15.86748692 15.69170091 13.70383806
 15.88262435 14.6728064  12.89749567 14.3005624  14.6173736  13.58493143
 15.89603646 16.88414656 14.75391766 13.55668059 14.02090479 14.52744262
 14.72013748 14.38211837 16.59173133 14.4754722  16.07026116 16.56042618
 13.45473442 14.18854058 12.51892969 14.4593919  14.76387609 13.03831792
 13.67417474 15.01899834 14.29119697 14.43446521]"
"[16.25558297 16.77530021 16.92066889 15.87861116 16.97014395 15.50098328
 15.62919434 16.79226521 15.75263282 17.15269068 16.98793963 15.28680778
 16.97599789 15.12811718 13.93061087 15.36473352 15.76797057 14.78882961
 16.88531628 17.43417561 16.29241865 14.56252629 15.69130985 15.76973141
 16.06286263 14.74826713 17.44167947 15.90952732 17.34220243 17.71677032
 14.25870477 15.75216877 13.27935482 16.01469654 15.89072754 14.74930321
 14.47770251 16.63337009 15.83718717 15.39942717]"
"[17.51511228 18.00163053 18.14481802 17.05844464 17.90408584 16.81285695
 17.10841158 16.95749975 16.93898194 18.77573976 18.00387022 16.40384482
 18.48413581 16.44601657 15.11523745 16.66566635 16.85417286 17.09914095
 18.11318223 18.83812584 17.54715202 15.51635317 17.37343032 16.95540518
 16.75284847 15.20780333 18.14781617 18.05688522 18.2463193  18.70600975
 15.50628004 17.53709291 14.28693322 17.18250752 17.27043685 16.28419858
 16.01206678 17.78123866 16.8254675  17.10308542]"
"[18.70629295 19.08033821 18.33668825 18.28366027 18.6876193  18.54804514
 18.22632614 18.00038458 17.5822935  19.91000312 19.57650343 16.97715651
 19.53882997 18.0790241  16.42157915 18.3962899  18.17073109 17.72633242
 19.17336868 19.68338806 18.92843669 17.21415939 17.6029678  17.50184619
 17.79347946 15.94094748 19.31100711 19.23189323 19.31512731 19.64060603
 17.19685472 19.1222537  14.76063565 17.81007495 18.68323805 16.95409578
 16.89224109 19.55399339 17.07683819 18.60498615]"
"[19.76146805 10.         18.10996038 20.03967327 19.52704768 10.
 18.31383999 20.15896539 19.06776506 10.         10.         17.03207115
 10.         19.76370043 16.40109895 19.54792978 18.06043049 17.6208889
 19.50232506 10.         10.         17.14560762 18.49574045 19.59461222
 19.5656838  17.00543677 20.03136399 10.         10.         19.66552485
 17.71535482 19.24931963 16.17640975 19.78821668 18.92383346 18.28146975
 17.6309995  10.         18.78585347 18.15693563]"
"[10.         10.         17.22545488 10.         10.         10.
 10.         10.         18.21911561 10.         10.         17.26839872
 10.         10.         17.13069049 10.         14.95141855 15.80147173
 19.34359926 10.         10.         15.93471809 18.17947974 10.
 10.         16.34387761 10.         10.         10.         10.
 14.84042809 18.37816583 14.10633658 20.81808454 19.5561399  17.0737596
 15.46583843 10.         17.85481086 19.16213563]"
"[10.          8.95410942 14.56888402 10.         10.         10.35012479
 10.         10.         16.64663128  5.04214928  9.658923   14.34814723
  9.45012479 10.         16.79666714 10.         15.61169757 19.74985711
 10.          6.84348739  8.11346589 13.7702895  16.68857674 10.
 10.         17.43862151 10.          9.75012479 11.55012479 10.
 10.62439087 15.91068391 13.2931426  10.         16.16943713 14.86809177
 18.4021664  10.45012479 16.23645854 14.54283504]"
"[ 9.37127573  5.34626646 18.35904451  7.90624126  9.06103195  6.31868113
 10.64812937  7.04370443 18.36471401  1.04841441  8.51390745 18.64163955
  6.4278724   6.54855678 15.74645932  8.63197327 10.96096735 10.
 10.          5.49503538  4.33767323 12.34598746 15.9559906   8.72851579
 10.11430413 19.66876325  9.45119884 11.39475275 14.67759521  9.63405128
  3.25032568 15.02970363 13.62654985 10.         15.17667736 16.11090319
 18.13000596  8.95555767 16.0426567  10.72619687]"
"[12.01682951  7.80561479 16.67778114  9.28566048 11.3420695   5.32345892
 11.51001979 14.01913819 10.          1.20461343  8.42175191 10.
  8.25456421  8.19336891 15.10875908  9.80277675 10.14447121 10.
 11.49800458  7.69573126  6.42413743 12.95382762 17.43478076  9.38673581
 11.0935049  10.          9.9366054  10.05611842 14.42920411  8.98962139
  5.81372599 16.12163585 13.45499155  8.42112902 15.0661012  18.15097433
 17.0288398   8.79403581 17.40893536 13.11961675]"
"[13.18650465 10.06545346 17.61730859 10.98737079 13.50793401  7.22679516
 13.20774697 16.0792597  10.          2.61193525  9.78149224 10.
 10.69444581 10.44001483 16.21638996 10.69673318 11.31589398 10.44675958
 13.78160365  9.47804326  8.36016219 14.65525395 18.44575449 11.85419646
 13.78309584 10.         12.77523403 11.24092404 16.15420971 10.89852627
  8.93493663 17.77681754 15.32764163  8.77602124 15.70377321 10.
 17.85360719 11.20165    19.39396107 14.4325632 ]"
"[13.51403946 11.62150567 19.40727674 11.51725771 14.01709574  8.52285811
 14.7256697  15.81164784 10.29851037  4.83099136 10.64690501 10.69552779
 13.00550415 11.22000257 16.77873274 12.03706812 12.62413498 11.80329249
 15.74499124  9.88248171 11.18058559 16.48392164 18.70532039 12.93722801
 14.36130342 10.20388514 13.25345119 13.53303997 17.61468353 11.35216006
  9.88490043 18.7611728  15.28059214 10.99230979 16.49169862 10.
 10.         13.68492561 19.13583    14.72809639]"
"[15.49437274 13.1098131  19.8410008  12.22066336 14.60157531  9.86692383
 15.19016056 17.69031239 12.04464078  6.84460945 12.95588193 12.61439222
 14.71759923 14.98308758 18.29188506 13.78572861 13.57781614 13.17799251
 18.59494609 13.60944182 13.45707061 18.7202871  20.74132143 15.04507895
 15.71312972 11.57766306 13.78584405 14.03620848 19.59707938 12.26993637
 11.08978552 10.         16.70684469 13.00647359 17.73232784 10.64564556
 10.         13.79937028 10.         16.95457485]"
"[17.38117993 14.8069394  10.         13.9750371  13.07583668 12.0163704
 14.34098652 18.07893823 13.91734745  7.58913208 15.4556287  12.00459992
 15.21873329 15.14051181 10.         14.18193924 16.4320081  12.75445661
 10.         13.62702982 13.17969691 10.         10.         14.12101589
 18.08675946 11.53594551 13.18426449 14.45292055 10.         14.20470938
 14.55947318 10.         18.83097178 14.14027998 19.63060063 13.73207571
 10.35012479 14.59886497 10.         16.04725103]"
"[17.0257713  16.54486574 10.         14.93896341 14.48946609 12.79525537
 12.6624481  18.37790051 15.98164402  8.6965174  16.5439611  12.59748939
 17.13708452 15.57896667 10.         14.55892892 16.19541478 13.32069174
 10.         10.89568783 11.82840973 10.         10.         14.87664617
 17.81594321 12.61406078 14.99301168 18.16518657 10.         16.0436231
 14.01682673  9.558087   19.27396234 16.76277348 20.24425602 12.76442182
 11.19097625 15.26331331 10.30198177 14.98046285]"
"[18.25026819 16.78958809  9.07076025 16.66223047 14.68388637 13.56279252
 11.95666498 10.         14.96666235  8.32868281 17.70415275 11.42287383
 19.04805816 17.45584038  9.1089444  13.54854879 16.45456468 16.964685
  9.55559531 12.62777394 12.60386405 10.44564059 10.97397052 18.67669708
 17.34005759 11.4981312  16.88377104 16.69798772 11.36489623 16.92861448
 13.90650003 11.87425881 17.64885388 19.23623567 10.         13.61393507
  9.5646644  16.93884114 11.17547424 14.13132999]"
"[19.61088445 15.92363138  9.23718422 18.80060921 10.60095571 14.37984905
 12.53139505 10.         17.08924044  8.82545274 19.77967961 12.92563057
 20.11263281 16.45584652  7.77668665 15.43214651 17.30005108 16.7297663
  7.48283937 13.09693206  9.44458456 10.23615435 12.97925264 18.87307365
 21.0098956  11.43305865 17.26199878 16.11359946 11.80967283 18.04544077
 15.40212674 11.4588851  18.81793341 10.         10.         15.22581818
 12.64507603 17.61606531 12.70493049 15.18665264]"
"[10.         16.92482936  8.88140802 15.81125266 11.66131876 12.98208763
 14.06108985 10.45012479 17.91252855  8.95864404 10.         13.80864936
 10.         15.6511751   8.08984682 15.48296438 15.99234235 15.62674589
  6.22879069 10.70592218 10.84409763  9.5737209  12.62233119 17.24352464
