11.7,34
12.3,37
12.4,16
12.5,25
12.5,39
12.6,21
12.6,29
12.7,26
12.8,8
12.8,9
12.9,18
13.0,6
13.1,31
13.2,2
13.3,13
13.4,36
13.7,0
13.8,24
14.0,1
14.0,22
14.3,5
14.6,33
14.9,7
14.9,17
14.9,23
15.1,30
16.5,20
17.7,27
18.1,28
18.4,32
19.8,4
21.7,12
22.4,35
23.3,14
23.5,15
24.6,3
24.6,20
24.7,33
25.3,1
26.0,16
26.2,22
26.5,25
27.1,29
27.2,39
27.7,31
28.2,17
28.2,30
28.6,13
28.6,7
29.0,6
29.8,27
30.3,20
30.6,2
30.8,32
30.9,21
32.3,12
34.5,25
35.7,8
35.8,24
36.0,23
38.3,20
39.0,35
39.5,1
39.5,37
40.0,4
40.3,7
40.3,15
40.4,31
41.1,27
41.2,17
41.3,34
42.1,29
43.5,12
44.0,30
44.3,6
44.4,26
44.9,13
45.4,10
45.6,14
46.3,33
47.1,1
47.4,21
47.6,25
47.6,16
47.9,20
47.9,32
48.0,23
48.1,0
48.3,28
49.3,5
49.5,3
49.6,39
50.2,27
51.0,17
52.4,9
53.5,35
54.0,2
54.9,8
54.9,12
54.9,22
54.9,29
55.3,31
55.9,13
57.3,20
57.6,25
58.3,30
59.8,14
60.0,3
60.0,32
60.2,1
61.4,23
61.5,33
61.6,6
63.0,7
64.5,31
65.3,34
65.4,16
65.5,17
65.7,1
65.7,37
66.1,38
67.4,15
68.3,4
68.4,20
68.4,32
68.7,10
68.9,29
69.1,12
69.1,24
69.3,27
69.3,28
70.1,25
70.4,21
73.5,13
73.5,33
75.7,35
76.0,20
76.2,7
77.0,16
77.3,26
77.7,39
78.2,12
79.2,17
80.8,25
80.8,1
81.2,31
81.6,27
82.1,32
82.6,29
82.7,6
82.7,23
82.8,30
83.0,22
83.2,3
84.1,20
84.6,4
84.9,13
85.5,8
88.6,33
89.2,14
89.8,16
90.0,0
90.2,34
91.4,12
91.6,37
91.7,1
92.6,29
92.9,21
92.9,27
93.5,20
93.6,15
94.1,5
94.3,25
94.3,35
94.6,17
94.7,28
95.2,7
95.2,31
95.3,13
95.3,24
95.7,32
98.6,9
98.7,22
98.8,10
99.4,2
101.0,23
101.2,14
103.0,1
103.0,30
103.6,16
103.7,33
104.2,6
104.3,26
105.3,20
105.6,39
105.7,25
106.4,4
106.4,17
107.4,13
107.6,29
107.8,27
109.9,31
110.6,8
110.7,1
111.0,23
111.3,34
112.9,7
113.1,12
113.6,35
114.3,13
