"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
"[2.04590879 1.85865971 2.63166189 2.05422763 1.56452882 2.45955385
 1.95470202 2.14833387 1.85184205 1.66554841 1.67037147 1.76897818
 1.76014107 1.66501789 2.93650183 1.67385268 2.34102934 1.47635356
 2.73797645 2.63164693 1.85862769 1.6674258  2.34879342 1.66019225
 1.85474359 1.65579957 2.53269799 2.05383389 2.24442742 1.74935112
 1.07350086 1.56016078 2.05522741 2.04687689 2.42834241 1.36314559
 1.65185396 2.24543672 2.33710863 2.14978091]"
"[2.92640315 3.52911114 4.45025474 4.20135126 3.43273168 4.00997146
 4.01012871 3.71693918 3.61483526 2.86506227 3.25683578 3.83304984
 3.03642449 3.33708088 4.35877943 3.34208956 4.67074259 2.97139317
 5.25376746 4.74963879 4.3143471  3.53008476 4.29581237 3.14332746
 4.90469225 3.81996152 4.75156297 3.81280604 4.47589711 4.00740064
 2.68180235 3.23931336 4.30477368 4.59627045 4.06609424 2.57346739
 4.50533231 4.47247648 5.05172989 4.00791382]"
"[4.93452786 4.81868542 6.47214794 6.24475552 6.19782543 6.06907028
 5.8644044  5.68154585 5.09431541 4.48543115 5.34237166 5.20773213
 4.5558084  5.03058888 5.81019558 5.62643018 6.39326927 4.58412191
 6.75717561 6.08158673 6.25518918 4.52992756 5.45575792 5.04810337
 6.33106534 5.69530164 6.09607208 6.07320671 5.91926421 5.97793331
 5.19686899 5.1321208  6.24901116 6.22150511 5.7264479  4.40462748
 5.56241501 6.01200863 6.87485049 5.46675651]"
"[6.24965806 6.72960117 8.61657221 8.29342289 8.04393927 8.31102472
 7.04839162 7.66354327 6.69622088 6.11747202 8.00951286 7.0025341
 7.07405632 7.03063455 7.67171614 6.8146409  8.13663192 6.991737
 7.79512843 7.44267094 8.68366868 6.64758261 6.74738397 7.8339179
 7.59668354 7.17620807 7.85398102 7.83558657 7.87353672 7.34361076
 6.99125464 6.45081002 8.10238939 7.68210635 7.21015708 5.17257444
 7.16057027 7.17845668 9.08200237 8.12492249]"
"[ 8.38033672  8.16159921  9.96132794  9.4511131   8.9206197   9.87415342
  8.65543059  8.65484745  8.70871843  7.78366555  9.39517642  9.11474533
  9.27587321  8.05044211  9.15321016  8.23844586  9.67886566  8.01915708
  9.18198801  8.84475193 10.11352338  8.08304274  8.5672015   8.63604145
  9.18477521  9.08487981  9.03255529  9.88860068  9.44518016  8.9523881
  8.6118581   7.98653373  9.18557649  9.56155805  8.91566475  7.55682666
  9.74288218  8.577241   11.16688449  9.6878039 ]"
"[10.50515498  9.6138847  11.04004975 11.73066346 10.33250862 10.86648692
  9.7041972   9.31401016 10.43961986  9.74013348 10.50934643 10.8228917
 10.39203387  9.61890678 11.14668822  9.98007509 11.16986685  9.49255766
 10.79322301 10.17787331 11.77400255  9.74699387 10.39381149  9.48529679
 10.30969085  9.61917569 10.94424562 11.36104931 11.62202024 10.5621848
 10.34259684  9.46743624 10.98296392 10.37501846  9.84394681  9.03621866
 11.12879091 10.49794903 12.66962292 11.74459769]"
"[11.17357837 11.09732591 12.2656479  13.30492553 12.36413971 12.00745582
 11.08566126 10.51552829 11.97980976 11.61192704 12.6323291  12.83839254
